ISO_3,Country,Region,title,authors,source,doi,author_keywords,publication_year,horizon_year,model,scopus_number,WOS_number,Energy efficiency,Climate change,Power,Vehicle,Cement,Forest,Steel/Iron,Buildings,Water,Air Pollution,Electricity,CCS,Transport,Policy-Dvlpt-Eco,Agriculture,Tax,Heat Pump,Consumption,Scenario,Wind/Solar,Costs,Coal,Nuclear,Fuel,Renewable Energies,Flood Risk,Technology,Bioenergy,Urban,Hydrogen,Permit market,Drought,Crop yield,Peak,Oil,Land Use,Target/INDC,Waste,System
EU,European Union,European Union,Prospects for CCS in the EU energy roadmap to 2050,"Odenberger M., Kjärstad J., Johnsson F.",Energy Procedia,10.1016/j.egypro.2013.06.701,CCS; Energy systems; EU; Policy,2013,2050,NA,2-s2.0-84898728270,WOS:000345500507089,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Realizing solar power's potential in the European Union,"De Santi, G; Waldau, AJ; Taylor, N; Ossenbrink, H",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,10.1098/rsta.2012.0391,renewable energy; photovoltaic; concentrated solar thermal,2013,2050,NA,NA,WOS:000321115700014,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EU,European Union,European Union,Selected information on European union research and development programmes and projects focused on reducing emissions from air transport [Odabrane informacije o istraživačkim i razvojnim programima i projektima europske unije koji su usredotočeni na smanjivanje emisija zračnog prometa],"Koblen I., Szabo S., Krnáčová K.",Nase More,NA,Air transport; Aviation; European union; Programmes; Projects; Reducing emissions; Research and development,2013,2050,NA,2-s2.0-84891636641,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,TRANSFORMING the EUROPEAN ENERGY SYSTEM: MEMBER STATES' PROSPECTS within the EU FRAMEWORK,"Knopf B., Bakken B., Carrara S., Kanudia A., Keppo I., Koljonen T., Mima S., Schmid E.V.A., Van Vuuren D.P.",Climate Change Economics,10.1142/S2010007813400058,environmental federalism; European climate and energy policy; mitigation scenarios; National Renewable Action Plans (NREAPs),2013,2050,NA,2-s2.0-85073163547,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,The EU Decarbonisation Roadmap 2050-What way to walk?,"Hübler M., Löschel A.",Energy Policy,10.1016/j.enpol.2012.11.054,Copenhagen Pledges; EU; Roadmap 2050,2013,2050,CGE,2-s2.0-84873147154,WOS:000315606700018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,The EU's roadmap to a low-carbon economy- Aspirations and realities for refiners,"Uchtscheidl J., Buchsbaum A., Maly M.",Oil Gas European Magazine,NA,NA,2013,2050,NA,2-s2.0-84879517905,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,The energy efficiency in the polish energy against on the background of the European union,"Szkutnik J., Gawlak A.","Proceedings of the 7th International Scientific Symposium on Electrical Power Engineering, ELEKTROENERGETIKA 2013",NA,Efficiency; Energy demand; Energy policy,2013,2050,NA,2-s2.0-84903185110,WOS:000333395100143,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU,European Union,European Union,Constructing post-carbon institutions: Assessing EU carbon reduction efforts through an institutional risk governance approach,LaBelle M.,Energy Policy,10.1016/j.enpol.2011.10.024,Carbon lock-in; Energy policy; Risk governance,2012,2050,NA,2-s2.0-84855738629,WOS:000298824500039,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Decarbonization scenarios for the EU and MENA power system: Considering spatial distribution and short term dynamics of renewable generation,"Haller M., Ludig S., Bauer N.",Energy Policy,10.1016/j.enpol.2012.04.069,CO 2 abatement; Integration of renewables; Power system planning,2012,2050,NA,2-s2.0-84862264715,WOS:000306200100029,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EU,European Union,European Union,EU 2050 Low-Carbon Energy Future: Visions and Strategies,"Meeus L., Azevedo I., Marcantonini C., Glachant J.-M., Hafner M.",Electricity Journal,10.1016/j.tej.2012.05.014,NA,2012,2050,NA,2-s2.0-84864019144,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
EU,European Union,European Union,EU low carbon roadmap 2050: Potentials and costs for mitigation of non-CO 2 greenhouse gas emissions,"Höglund-Isaksson L., Winiwarter W., Purohit P., Rafaj P., Schöpp W., Klimont Z.",Energy Strategy Reviews,10.1016/j.esr.2012.05.004,Carbon price; Emission scenario; European Union; Mitigation cost; Mitigation potential; Non-CO 2 greenhouse gases,2012,2050,NA,2-s2.0-84866298588,WOS:000209832700005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Implications of different climate protection regimes for the EU-27 and its member states through 2050,"Blesl M., Kober T., Kuder R., Bruchof D.",Climate Policy,10.1080/14693062.2011.637815,climate policy scenarios; energy system modelling; EU burden sharing; EU emissions reduction,2012,2050,TIMES,2-s2.0-84861172482,WOS:000304461200003,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,Model-based analysis of decarbonising the EU economy in the time horizon to 2050,"Capros P., Tasios N., De Vita A., Mantzos L., Paroussos L.",Energy Strategy Reviews,10.1016/j.esr.2012.06.003,Climate policy; Energy analysis; Energy modelling; Energy policy,2012,2050,PRIMES,2-s2.0-84866275884,WOS:000209832700003,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EU,European Union,European Union,Projection of the future EU forest CO2 sink as affected by recent bioenergy policies using two advanced forest management models,"Böttcher H., Verkerk P.J., Gusti M., Havlík P., Grassi G.",GCB Bioenergy,10.1111/j.1757-1707.2011.01152.x,Bioenergy; Climate policy; EU; Forest management; Forest sink; Modeling,2012,2030,NA,2-s2.0-84867366173,WOS:000309450100018,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Technology limits for reducing EU transport sector CO2 emissions,"Dray L.M., Schäfer A., Ben-Akiva M.E.",Environmental Science and Technology,10.1021/es204301z,NA,2012,2050,NA,2-s2.0-84860464632,WOS:000303348800013,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,"The European Union challenge: Integration of energy, climate, and economic policy",Lund P.,Wiley Interdisciplinary Reviews: Energy and Environment,10.1002/wene.37,NA,2012,2050,NA,2-s2.0-84877699038,WOS:000209097800007,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,The long-term prospects of biofuels in the EU-15 countries,"Ajanovic A., Jungmeier G., Beermann M., Haas R.",Energies,10.3390/en5083110,Biofuels; Economics; EU-15; Potentials,2012,2050,NA,2-s2.0-84865767397,WOS:000308241500027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,The right EU policy framework for reducing car CO2 emissions,Dings J.,Cars and carbon: Automobiles and European climate policy in a global context,10.1007/978-94-007-2123-4-7,NA,2012,2050,NA,2-s2.0-84930973661,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,Transformations of the energy system in the context of the decarbonisation of the EU economy in the time horizon to 2050,"Capros P., Tasios N., De Vita A., Mantzos L., Paroussos L.",Energy Strategy Reviews,10.1016/j.esr.2012.06.001,Climate policy; Energy analysis; Energy modelling; Energy policy,2012,2050,PRIMES,2-s2.0-84866288893,WOS:000209832700004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EU,European Union,European Union,Very high penetration of renewable energy sources to the European electricity system in the context of model-based analysis of an energy roadmap towards a low carbon EU economy by 2050,"Capros P., Tasios N., Marinakis A.","9th International Conference on the European Energy Market, EEM 12",10.1109/EEM.2012.6254669,energy system modeling; EU electricity system; intermittent; renewable energy sources; RES,2012,2050,PRIMES,2-s2.0-84866790156,WOS:000321504700027,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Analysing future trends of renewable electricity in the EU in a low-carbon context,Del Río P.,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2010.12.013,Electricity; Europe; Renewable energy,2011,2030,NA,2-s2.0-79953714889,WOS:000291082400033,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,CCS in the European electricity supply system - Assessment of national conditions to meet common EU targets,"Odenberger M., Johnsson F.",Energy Procedia,10.1016/j.egypro.2011.02.586,CCS; Electrcity; EU-27; European; Generation; Infrastructure; System,2011,2050,NA,2-s2.0-79955428999,WOS:000298299706071,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EU,European Union,European Union,Developments in energy use for transport in 27 European union countries through 2030,"Schade B., Wiesenthal T.",Transportation Research Record,10.3141/2252-05,NA,2011,2050,ASTRA,2-s2.0-84856891103,WOS:000300655100005,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,On the future relevance of biofuels for transport in EU-15 countries,"Ajanovic A., Haas R.",WIT Transactions on Ecology and the Environment,10.2495/ESUS110091,Biofuels; Costs; Potentials,2011,2030,NA,2-s2.0-79960192641,WOS:000304342200009,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
EU,European Union,European Union,"Processing: EU Refining - 2: Refiners to add more conversion, pay more for more complexity",[No author name available],Oil and Gas Journal,NA,NA,2011,2050,NA,2-s2.0-79951799458,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Prospective on the energy efficiency and CO2 emissions in the EU cement industry,"Pardo N., Moya J.A., Mercier A.",Energy,10.1016/j.energy.2011.03.016,Cement industry; Energy efficiency; Energy simulation model,2011,2030,NA,2-s2.0-79955646240,WOS:000291411400098,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,The promise of carbon capture and storage: Evaluating the capture-readiness of new EU fossil fuel power plants,"Graus W., Roglieri M., Jaworski P., Alberio L., Worrell E.",Climate Policy,10.3763/cpol.2008.0615,Capture-ready; Carbon capture and storage; Emissions reduction; European union; Fossil fuel power plants; Public policy,2011,2030,NA,2-s2.0-78851469897,WOS:000287545700004,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,EU carbon price drifts lower in october on weaker gas,Watson F.,Aviation Week and Space Technology (New York),NA,NA,2010,2050,NA,2-s2.0-84903421771,NA,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,Economic challenges for the future relevance of biofuels in transport in EU countries,"Ajanovic A., Haas R.",Energy,10.1016/j.energy.2010.04.020,Biofuels; Costs; EU countries; Future perspectives,2010,2030,NA,2-s2.0-77956875496,WOS:000280017300023,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,The European Union's energy security challenges,Belkin P.,European Union: Background and Issues,NA,NA,2010,2030,NA,2-s2.0-84895270277,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,"The impact of CO2 capture in the power and heat sector on the emission of SO2, NOx, particulate matter, volatile organic compounds and NH3 in the European Union","Koornneef J., Ramirez A., van Harmelen T., van Horssen A., Turkenburg W., Faaij A.",Atmospheric Environment,10.1016/j.atmosenv.2010.01.022,Air pollutants; Air quality; CO2 capture and storage; National Emission Ceiling Directive,2010,2030,NA,2-s2.0-77949275104,WOS:000276736600001,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EU,European Union,European Union,Carbon capture and storage: Pulling down the barriers in the European Union,Tysoe S.,"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",10.1243/09576509JPE626,capture; CO2; issues; legal; regulatory; storage,2009,2100,NA,2-s2.0-67549143975,WOS:000266358900008,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Transport infrastructure rationale for carbon dioxide capture & storage in the European Union to 2050,Coleman D.L.,Energy Procedia,10.1016/j.egypro.2009.01.219,Capture; CO2; Infrastructure; Pipeline; Storage; Transport,2009,2050,NA,2-s2.0-67650488633,WOS:000276074401097,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,What alternative drive-train technologies and policies are needed to Meet a 50% CO2 reduction target? the case of the EU-fleet,"Ulli-Beer S., Bosshardt M., Dietrich P., Wokaun A.",SAE Technical Papers,10.4271/2009-01-0319,NA,2009,2050,NA,2-s2.0-85072350170,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Will a radical transport pricing reform jeopardize the ambitious EU climate change objectives?,"Proost S., Delhaye E., Nijs W., Regemorter D.V.",Energy Policy,10.1016/j.enpol.2009.07.023,Car technologies; Climate change; Fuel taxes,2009,2030,MARKAL,2-s2.0-69949181605,WOS:000270646700016,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,EU energy policy. the climate protection design of the EU Commission. Energy for a changing world [EU-energiepolitik. Das klimaschutzkonzept der EU-kommission. Energie für eine welt im wandel],[No author name available],BWK - Energie-Fachmagazin,NA,NA,2008,2050,NA,2-s2.0-49349108952,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,EU's strategic energy outlook strategic energy review cements big-tech energy scenario,Froning S.,Euroheat and Power (English Edition),NA,NA,2008,2050,NA,2-s2.0-58149271061,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Implications on the European Union Emission Trading Scheme (EU-ETS) of capture transport and geological storage projects,Coussy P.,Energy Institute - 19th World Petroleum Congress 2008: A World in Transition: Delivering Energy for Sustainable Growth,NA,NA,2008,2050,NA,2-s2.0-77950609417,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EU,European Union,European Union,RENEWABLES AND NUCLEAR ENERGY IN THE EU ENERGY STRATEGY,"Knapp, V","ENERGY AND THE ENVIRONMENT 2008, VOL 1",NA,EU energy strategy; nuclear; wind; renewables,2008,2030,NA,NA,WOS:000262623100030,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,"EU energy policy. Climate protection, security, competition. Energy policy in a changing world [EU-energiepolitik. Klimaschutz, sicherheit, wettbewerb. Energiepolitik in einer sich wandelnden welt]",[No author name available],BWK - Energie-Fachmagazin,NA,NA,2007,2030,NA,2-s2.0-34248174036,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
EU,European Union,European Union,The impacts of long-term CO2 objectives on short-term transportation trends in the European Union,"Ghersi F., McDonnell S.",Energy for Sustainable Development,10.1016/S0973-0826(08)60575-X,NA,2007,2050,IMACLIM,2-s2.0-40149109274,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,European Union,European Union,"Impact of electric power generation on green house gas emissions in Europe: Russia, Greece, Italy and views of the EU power plant supply industry - A critical analysis",Hammons T.J.,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2006.04.001,Clean power generation technology; Electric power industry; Energy resources; European power plant supply industry; Fuel and energy complex; Greek energy balance; Greenhouse gas emissions; Italian greenhouse gas emission strategy; Kyoto protocol; Renewables,2006,2030,NA,2-s2.0-33746023961,WOS:000241137000005,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EU,European Union,European Union,Risks to health and environment of the use of lead in products in the EU,"Tukker A., Buist H., van Oers L., van der Voet E.","Resources, Conservation and Recycling",10.1016/j.resconrec.2006.03.005,EU15; Lead; Lead products; Material flow analysis; MFA; Risk assessment; SFA; Substance flow analysis,2006,2030,NA,2-s2.0-33749431698,WOS:000241650700001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
EU,European Union,European Union,European Union post-Kyoto scenarios: Benefits from accelerated technology progress,"Capros P., Mantzos L.",International Journal of Global Energy Issues,10.1504/ijgei.2000.004354,CO2 emission reduction to 2030; European Union; Marginal abatement costs; Power generation technologies; Technological breakthrough; Value of technology change,2000,2030,PRIMES,2-s2.0-0346300490,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FIN,Finland,Europe,Impact of structural changes in wood-using industries on net carbon emissions in Finland,"Hurmekoski E., Myllyviita T., Seppälä J., Heinonen T., Kilpeläinen A., Pukkala T., Mattila T., Hetemäki L., Asikainen A., Peltola H.",Journal of Industrial Ecology,10.1111/jiec.12981,bioeconomics; carbon emissions; forest products; industrial ecology; national forest inventory; substitution,2020,2056,NA,2-s2.0-85078667716,WOS:000509601900001,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FIN,Finland,Europe,Replacing hard coal with wind and nuclear power in Finland- impacts on electricity and district heating markets,"Khosravi A., Olkkonen V., Farsaei A., Syri S.",Energy,10.1016/j.energy.2020.117884,District heating; Energy system modelling; Fossil fuels; Heat pump; Renewable energy; Wind power,2020,2035,NA,2-s2.0-85085164682,WOS:000542247000084,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FIN,Finland,Europe,"Sensitivity of 21st century simulated ecosystem indicators to model parameters, prescribed climate drivers, RCP scenarios and forest management actions for two Finnish boreal forest sites","Mäkelä J., Minunno F., Aalto T., Mäkelä A., Markkanen T., Peltoniemi M.",Biogeosciences,10.5194/bg-17-2681-2020,NA,2020,2100,NA,2-s2.0-85085066401,WOS:000535284200001,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,Finland,Europe,The emission reduction potentials of First Generation Electric Aircraft (FGEA) in Finland,"Baumeister S., Leung A., Ryley T.",Journal of Transport Geography,10.1016/j.jtrangeo.2020.102730,Climate change; Electric aviation; Greenhouse gas emissions; Modal shift; Travel time,2020,2025,NA,2-s2.0-85083832545,WOS:000537704900025,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,Finland,Europe,Unintended consequences of national climate policy on international electricity markets-Case Finland's ban on coal-fired generation,"Farsaei A., Syri S., Olkkonen V., Khosravi A.",Energies,10.3390/en13081930,CO2 emission; Decarbonization; Electricity import,2020,2035,NA,2-s2.0-85083628232,WOS:000538041800073,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FIN,Finland,Europe,Climate impact of Finnish air pollutants and greenhouse gases using multiple emission metrics,"Kupiainen K.J., Aamaas B., Savolahti M., Karvosenoja N., Paunu V.-V.",Atmospheric Chemistry and Physics,10.5194/acp-19-7743-2019,NA,2019,2030,NA,2-s2.0-85067261352,WOS:000471149000002,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
