index1,topic_charact,number_of_abs,title
16443,18_scenario_model_bau_refer_three,1428,A low-carbon power generation pathway for China: Scenario analysis with carbon pricing mechanism
16444,18_scenario_model_bau_refer_three,1428,Space-time evolution of China's agricultural ammonia emission and emission reduction potential
16445,18_scenario_model_bau_refer_three,1428,Past and future cadmium emissions from municipal solid-waste incinerators in Japan for the assessment of cadmium control policy
16446,18_scenario_model_bau_refer_three,1428,A review of Business Model for CO2 Geological Storage Project in Korea
16447,18_scenario_model_bau_refer_three,1428,"Retrospective and prospective assessment of exergy, life cycle carbon emissions, and water footprint for coking network evolution in China"
16448,18_scenario_model_bau_refer_three,1428,The potential impact of CO2 capture and sequestration on the carbon intensity of the U.S. electricity supply sector
16449,18_scenario_model_bau_refer_three,1428,Consequences of selecting technology pathways on cumulative carbon dioxide emissions for the United Kingdom
16450,18_scenario_model_bau_refer_three,1428,Potential Environmental Values of Waste-to-Energy Facilities in Saudi Arabia
16451,18_scenario_model_bau_refer_three,1428,Chemical utilization of carbonaceous waste and lignite - A case study of sustainable olefin production in Germany
16452,18_scenario_model_bau_refer_three,1428,Double- or single-skin façades for low-carbon office refurbishments in the UK: A comparative case study
16453,18_scenario_model_bau_refer_three,1428,"Modelling the effect of forest cover in mitigating nitrate contamination of groundwater: A case study of the Sherwood Sandstone aquifer in the East Midlands, UK"
16454,18_scenario_model_bau_refer_three,1428,A fleet-based tank-to-wheel greenhouse gas emission analysis of light vehicles in Brazil and cooperation towards integrated policies
16455,18_scenario_model_bau_refer_three,1428,"Assessment and prediction of carbon sequestration using Markov chain and InVEST model in Sariska Tiger Reserve, India"
16456,18_scenario_model_bau_refer_three,1428,Scenarios of Palm-Oil Biodiesel in the Mexican Transportation Sector
16457,18_scenario_model_bau_refer_three,1428,Energy in Sweden: Leading the way to a sustainable future?
16458,18_scenario_model_bau_refer_three,1428,The role of lifestyle changes in low-emissions development strategies: an economy-wide assessment for Brazil
16459,18_scenario_model_bau_refer_three,1428,An Outlook on the Biomass Energy Development Out to 2100 in China
16460,18_scenario_model_bau_refer_three,1428,Perspectives for the expansion of new renewable energy sources in Brazil
16461,18_scenario_model_bau_refer_three,1428,Selection of CO2 mitigation strategies for road transportation in the United States using a multi-criteria approach
16462,18_scenario_model_bau_refer_three,1428,The crucial role of biomass-based heat in a climate-friendly Germany–A scenario analysis
16463,18_scenario_model_bau_refer_three,1428,Combining an accelerated deployment of bioenergy and land use strategies: Review and insights for a post-conflict scenario in Colombia
16464,18_scenario_model_bau_refer_three,1428,Analysis of the impact of energy efficiency labelling and potential changes on electricity demand reduction of white goods using a stock model: The case of Switzerland
16465,18_scenario_model_bau_refer_three,1428,"Renewable technologies for generation systems in islands and their application to Cozumel Island, Mexico"
16466,18_scenario_model_bau_refer_three,1428,Techno-economic assessment of high renewable energy source penetration in the Bolivian interconnected electric system
16467,18_scenario_model_bau_refer_three,1428,"A life-cycle assessment of battery electric and internal combustion engine vehicles: A case in Hebei Province, China"
16468,18_scenario_model_bau_refer_three,1428,Mitigation potential for carbon sequestration through forestry activities in southern and eastern china
16469,18_scenario_model_bau_refer_three,1428,Multi-factor impact analysis of agricultural production in Bangladesh with climate change
16470,18_scenario_model_bau_refer_three,1428,What is a sustainable level of CO2 emissions from transport activity in the UK in 2050?
16471,18_scenario_model_bau_refer_three,1428,Impact of Future Chinese Emissions on Ozone Air Qualityand Human Health in Northeast Asia
16472,18_scenario_model_bau_refer_three,1428,Modeling the Time-Variant Dietary Exposure of PCBs in China over the Period 1930 to 2100
16473,18_scenario_model_bau_refer_three,1428,Potential impacts of future reduced aerosols on internal dynamics characteristics of precipitation based on model simulations over southern China
16474,18_scenario_model_bau_refer_three,1428,Design of a sure transition scenario on energy mix and consumption structure for Japan to reduce CO2 emission by more than 90% by year 2050
16475,18_scenario_model_bau_refer_three,1428,Impact of Climate Change: Environmental Assessment of Passive Solutions in a Single-Family Home in Southern Spain
16476,18_scenario_model_bau_refer_three,1428,Creation of gridded population/residential electricity demand scenarios of Japan for 2050 using statistical approaches
16477,18_scenario_model_bau_refer_three,1428,A spatiotemporal analysis of Indian warming target using CORDEX-SA experiment data
16478,18_scenario_model_bau_refer_three,1428,Technology pathways 2050. Scenarios on deep greenhouse gas emissions reductions in Finland [Teknologiapolut 2050. Skenaariotarkastelu kasvihuonekaasupää stöjen syvien rajoittamistavoitteiden saavuttamiseksi Suomessa]
16479,18_scenario_model_bau_refer_three,1428,"Assessment of causes and future deforestation in the mountainous tropical forest of Timor Island, Indonesia"
16480,18_scenario_model_bau_refer_three,1428,Projecting China's future water footprint under the shared socio-economic pathways
16481,18_scenario_model_bau_refer_three,1428,The impact of climate policy on US aviation
16482,18_scenario_model_bau_refer_three,1428,Evolution-based CO2 emission baseline scenarios of Chinese cities in 2025
16483,18_scenario_model_bau_refer_three,1428,Future Extreme Event Risk in the Rural Northeastern United States
16484,18_scenario_model_bau_refer_three,1428,Impact of including land-use change emissions from biofuels on meeting GHG emissions reduction targets: the example of Ireland
16485,18_scenario_model_bau_refer_three,1428,Assessment of projected temperature impacts from climate change on the U.S. electric power sector using the Integrated Planning Model®
16486,18_scenario_model_bau_refer_three,1428,"Past and future trends of vehicle emissions in Tianjin, China, from 2000 to 2030"
16487,18_scenario_model_bau_refer_three,1428,Transforming the coal and steel nexus for China's eco-civilization: Interplay between rail and energy infrastructure
16488,18_scenario_model_bau_refer_three,1428,Is Energy Policy Compatible with Climate Change Policy ? - In case of Korean Electricity Sector -
16489,18_scenario_model_bau_refer_three,1428,Differing marine animal biomass shifts under 21st century climate change between Canada's three oceans
16490,18_scenario_model_bau_refer_three,1428,Turkish energy sector development and the Paris Agreement goals: A CGE model assessment
16491,18_scenario_model_bau_refer_three,1428,Comparison of greenhouse gas emission forecasts in Russia's energy sector for 2010-2060
16492,18_scenario_model_bau_refer_three,1428,"The impacts of U.S. withdrawal from the Paris Agreement on the carbon emission space and mitigation cost of China, EU, and Japan under the constraints of the global carbon emission space"
16493,18_scenario_model_bau_refer_three,1428,Carbon Intensity Abatement in Malaysia: Implications on the Energy Sector
16494,18_scenario_model_bau_refer_three,1428,Future ozone-related acute excess mortality under climate and population change scenarios in China: A modeling study
16495,18_scenario_model_bau_refer_three,1428,Mitigating sulfur hexafluoride (SF6) emission from electrical equipment in China
16496,18_scenario_model_bau_refer_three,1428,Global Change Can Make Coastal Eutrophication Control in China More Difficult
16497,18_scenario_model_bau_refer_three,1428,Decreasing precipitation occurs in daily extreme precipitation intervals across China in observations and model simulations
